TransactionID,Date,Time,CustomerName,LoyaltyCard,TotalItems,TotalQTY,Subtotal,DiscountAmount,LoyaltyRedeemed,TotalAmount,AmountPaid,Change,PaymentType,DebtAmount,PointsEarned,UserID,Status
TXN-20260718-0121,18/07/2026,22:57:02,Guest,KM-0000,1,5,"1,000",0,0,"1,000","1,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0122,19/07/2026,13:53:04,Guest,KM-0000,10,55.75,"29,850",0,0,"29,850","29,850",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0123,19/07/2026,14:04:53,Guest,KM-0000,2,6,600,0,0,600,600,0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0124,19/07/2026,14:10:03,Guest,KM-0000,1,1,"2,200",0,0,"2,200","2,200",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0125,19/07/2026,14:26:18,Guest,KM-0000,3,3.25,"9,300",0,0,"9,300","9,300",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0126,19/07/2026,14:26:40,Guest,KM-0000,1,1,100,0,0,100,100,0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0127,19/07/2026,14:28:32,Guest,KM-0000,1,1,"1,000",0,0,"1,000","1,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0128,19/07/2026,15:04:58,Guest,KM-0000,1,0.5,750,0,0,750,750,0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0129,19/07/2026,15:24:15,Guest,KM-0000,2,7,"2,400",0,0,"2,400","2,400",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0130,19/07/2026,17:09:21,Guest,KM-0000,4,9,"2,600",0,0,"2,600","2,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0131,19/07/2026,17:22:09,Guest,KM-0000,3,21.5,"4,100",0,0,"4,100","4,100",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0132,19/07/2026,18:15:35,Guest,KM-0000,2,1.5,"1,300",0,0,"1,300","1,300",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0133,19/07/2026,18:53:14,Guest,KM-0000,2,5.75,"2,600",0,0,"2,600","2,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0134,19/07/2026,19:26:55,Guest,KM-0000,2,3,"5,000",0,0,"5,000","5,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0135,19/07/2026,19:50:21,Guest,KM-0000,9,24.5,"12,450",0,0,"12,450","12,450",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0136,19/07/2026,19:58:52,Guest,KM-0000,3,1.75,"2,450",0,0,"2,450","2,450",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0137,19/07/2026,20:32:28,Guest,KM-0000,7,14.5,"11,600",0,0,"11,600","11,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0138,19/07/2026,20:44:29,Guest,KM-0000,2,2,"1,000",0,0,"1,000","1,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0139,19/07/2026,21:17:14,Guest,KM-0000,4,4,"6,400",0,0,"6,400","6,400",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0140,19/07/2026,21:22:26,Guest,KM-0000,2,1.5,"1,800",0,0,"1,800","1,800",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0141,19/07/2026,21:37:12,Guest,KM-0000,2,7,"2,600",0,0,"2,600","2,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0142,19/07/2026,21:43:35,Guest,KM-0000,4,30.5,"11,800",0,0,"11,800","11,800",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0143,19/07/2026,22:07:14,Guest,KM-0000,4,20.25,"8,300",0,0,"8,300","8,300",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0144,19/07/2026,22:42:14,Guest,KM-0000,5,5,"1,750",0,0,"1,750","1,750",0,Full Paid,0,0,USR-002,Completed
TXN-20260719-0145,19/07/2026,22:46:34,Guest,KM-0000,2,11,"2,600",0,0,"2,600","2,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0146,20/07/2026,9:11:38,Guest,KM-0000,11,23.25,"16,600",0,0,"16,600","16,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0147,20/07/2026,10:52:00,Guest,KM-0000,1,1,600,0,0,600,600,0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0148,20/07/2026,10:55:18,Guest,KM-0000,2,16,"3,700",0,0,"3,700","3,700",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0149,20/07/2026,15:55:53,Guest,KM-0000,20,50.25,"63,125",0,0,"63,125","63,125",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0150,20/07/2026,16:20:18,Guest,KM-0000,4,3.5,"2,300",0,0,"2,300","2,300",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0151,20/07/2026,16:59:16,Guest,KM-0000,3,4,"2,700",0,0,"2,700","2,700",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0152,20/07/2026,17:00:40,Guest,KM-0000,2,21,"1,450",0,0,"1,450","1,450",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0153,20/07/2026,17:20:58,Guest,KM-0000,2,2,"1,200",0,0,"1,200","1,200",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0154,20/07/2026,17:39:17,Guest,KM-0000,3,4,"6,500",0,0,"6,500","6,500",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0155,20/07/2026,17:49:13,Guest,KM-0000,1,1,"2,000",0,0,"2,000","2,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0156,20/07/2026,17:53:26,Guest,KM-0000,3,5,"3,000",0,0,"3,000","3,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0157,20/07/2026,17:56:52,Guest,KM-0000,1,1,700,0,0,700,700,0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0158,20/07/2026,18:09:25,Guest,KM-0000,4,5.25,"3,100",0,0,"3,100","3,100",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0159,20/07/2026,18:10:19,Guest,KM-0000,1,1,500,0,0,500,500,0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0160,20/07/2026,18:38:49,Guest,KM-0000,3,6,"7,500",0,0,"7,500","7,500",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0161,20/07/2026,18:44:03,Guest,KM-0000,1,5,"1,000",0,0,"1,000","1,000",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0162,20/07/2026,19:05:56,Guest,KM-0000,4,4,"4,100",0,0,"4,100","4,100",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0163,20/07/2026,19:55:56,Guest,KM-0000,10,28.25,"5,050",0,0,"5,050","5,050",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0164,20/07/2026,20:07:57,Guest,KM-0000,4,15.75,"5,800",0,0,"5,800","5,800",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0165,20/07/2026,20:11:12,Guest,KM-0000,1,1,700,0,0,700,700,0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0166,20/07/2026,20:39:07,Guest,KM-0000,4,3.05,"3,375",0,0,"3,375","3,375",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0167,20/07/2026,20:56:38,Guest,KM-0000,2,1.5,"1,800",0,0,"1,800","1,800",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0168,20/07/2026,21:04:20,Guest,KM-0000,5,9.25,"2,400",0,0,"2,400","2,400",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0169,20/07/2026,21:13:06,Guest,KM-0000,2,2,"1,400",0,0,"1,400","1,400",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0170,20/07/2026,21:41:20,Guest,KM-0000,4,5.5,"2,900",0,0,"2,900","2,900",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0171,20/07/2026,22:02:55,Guest,KM-0000,3,3.5,"5,100",0,0,"5,100","5,100",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0172,20/07/2026,22:05:31,Guest,KM-0000,2,3,"2,600",0,0,"2,600","2,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0173,20/07/2026,22:21:51,Guest,KM-0000,3,5.5,"4,500",0,0,"4,500","4,500",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0174,20/07/2026,22:36:56,Guest,KM-0000,6,17.25,"5,300",0,0,"5,300","5,300",0,Full Paid,0,0,USR-002,Completed
TXN-20260720-0175,20/07/2026,22:52:08,Guest,KM-0000,6,10,"2,650",0,0,"2,650","2,650",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0176,21/07/2026,9:57:59,Guest,KM-0000,16,39.5,"30,600",0,0,"30,600","30,600",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0177,21/07/2026,10:10:48,Guest,KM-0000,2,2,"2,400",0,0,"2,400","2,400",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0178,21/07/2026,10:25:42,Guest,KM-0000,1,1,"2,200",0,0,"2,200","2,200",0,Full Paid,0,0,USR-002,Completed
TXN-20260721-0179,21/07/2026,19:34:25,Guest,KM-0000,11,21.25,"10,650",0,0,"10,650","10,650",0,Full Paid,0,0,USR-002,Completed
