Date,Time,Item,Group,Category,Barcode Number,QTY Sold,Unit Price,Total Price,WAC per PC,Total WAC,Daily Gross Profit,Loyalty Card,Customer Name,Customer Debt Status,Payment Type,UserID,TransactionID
12/7/2026,15:30:59,U-Fresh:Bottled-Mango-200ml,Juisi,Vinywaji,6.203E+12,2,400,800,250,500,300,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
12/7/2026,15:39:06,Sembe-25kg,Unga/Sembe,Nafaka,,0.25,"1,500",375,"1,280",320,55,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
12/7/2026,15:39:06,Portsman,Sigara & RIZLA,Sigara & RIZLA,,2,300,600,214,427,173,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
12/7/2026,15:39:06,Pipi:Bigijii@100,Pipi/Bigijii,Vitamu,,1,100,100,90,90,10,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
12/7/2026,15:39:06,U-Fresh:Bottled-Mango-200ml,Juisi,Vinywaji,6.203E+12,1,400,400,250,250,150,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
12/7/2026,16:00:15,Master(R),Sigara & RIZLA,Sigara & RIZLA,,1,150,150,120,120,30,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,16:00:15,Jobo-200ml,Spirit,Vinywaji,6.20304E+12,0.5,"2,200","1,100","1,792",896,204,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,16:00:15,Murua:Vanilla,Biskuti,Vitamu,7.92382E+11,1,600,600,375,375,225,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,16:00:15,Kilimanjaro:(Lg),Bia,Vinywaji,6.2011E+12,1,"2,200","2,200","1,775","1,775",425,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Safari:(Lg),Bia,Vinywaji,6.2011E+12,5,"2,200","11,000","1,775","8,875","2,125",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Serengeti:(Lg),Bia,Vinywaji,4.98654E+12,8,"2,200","17,600","1,775","14,200","3,400",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Kilimanjaro:(Lg),Bia,Vinywaji,6.2011E+12,6,"2,200","13,200","1,775","10,650","2,550",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Mayai@Kizungu,Mayai: Kizungu,Viungo,,5,350,"1,750",317,"1,583",167,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Mosquito :COIL,Dawa Mbu : Koili,Afya,,2,250,500,130,260,240,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Sparletta : 350ml,Soda,Vinywaji,,2,800,"1,600",563,"1,125",475,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Jobo-200ml,Spirit,Vinywaji,6.20304E+12,1,"2,200","2,200","1,792","1,792",408,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Smart Gin-200ml,Spirit,Vinywaji,6.20301E+12,0.5,"2,200","1,100","1,867",933,167,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Softcare(P)-(9-15),Pampasi/Diaper,Usafi:Mtoto,,3,500,"1,500",263,788,713,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Softcare(P)-(6-9Kg),Pampasi/Diaper,Usafi:Mtoto,,2,500,"1,000",250,500,500,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Double(KK)-200ml,Spirit,Vinywaji,6.20301E+12,0.5,"2,200","1,100","1,867",933,167,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Azam:(E)-300ML,E-Drink,Vinywaji,6.00964E+12,1,700,700,475,475,225,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Embassy,Sigara & RIZLA,Sigara & RIZLA,,1,400,400,263,263,138,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Master(R),Sigara & RIZLA,Sigara & RIZLA,,2,150,300,120,240,60,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,RIZLA,Sigara & RIZLA,Sigara & RIZLA,,2,800,"1,600",550,"1,100",500,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Portsman,Sigara & RIZLA,Sigara & RIZLA,,2,300,600,214,427,173,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Jambo:Bolibo-300ml,Juisi,Vinywaji,6.203E+12,1,600,600,417,417,183,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Jambo:Cocopine-300ml,Juisi,Vinywaji,6.203E+12,1,600,600,417,417,183,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,25,200,"5,000",128,"3,188","1,813",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Kiberiti,Kiberiti : NJITI,Jikoni,,14,100,"1,400",40,560,840,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Uhai(W)-13L,Maji,Vinywaji,,1,"4,500","4,500","3,800","3,800",700,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Uhai(W)-1L,Maji,Vinywaji,6.20301E+12,2,600,"1,200",417,833,367,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,20:58:48,Uhai(W)-1.6L,Maji,Vinywaji,6.20301E+12,2,800,"1,600",500,"1,000",600,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,U-Fresh:Tube-Mango-80ml,Juisi,Vinywaji,6.203E+12,3,100,300,83,250,50,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Jobo-200ml,Spirit,Vinywaji,6.20304E+12,0.5,"2,200","1,100","1,792",896,204,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,3,200,600,128,383,218,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Murua:Milk,Biskuti,Vitamu,7.92382E+11,4,300,"1,200",160,642,558,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,MO:Malt-300ml,Soda,Vinywaji,6.20302E+12,1,600,600,400,400,200,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Azam-Cola-300ml,Soda,Vinywaji,6.20301E+12,1,600,600,423,423,177,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Azam:(E)-300ML,E-Drink,Vinywaji,6.00964E+12,1,700,700,475,475,225,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Haswa -Nazi-150ML,Mafuta : Nazi,Usafi:Binafsi,6.2011E+12,1,"2,000","2,000","1,250","1,250",750,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Mchele@1850,Mchele,Nafaka,,5,"2,000","10,000","1,850","9,250",750,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:10:47,Mimi-6g,Snaki,Snaki,,4,100,400,83,333,67,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Jobo-200ml,Spirit,Vinywaji,6.20304E+12,0.5,"2,200","1,100","1,792",896,204,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Mafuta/Kupikia-20L,Mafuta : KULA,Viungo,,0.75,"6,000","4,500","4,150","3,113","1,388",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,UDI : STIKI,UDI,Usafi:Binafsi,,4,50,200,24,95,105,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,1,200,200,128,128,73,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Nyota/Kali,Sigara & RIZLA,Sigara & RIZLA,,3,150,450,85,255,195,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Double(KK)-200ml,Spirit,Vinywaji,6.20301E+12,1,"2,200","2,200","1,867","1,867",333,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Mimi-6g,Snaki,Snaki,,2,100,200,83,167,33,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Tamu : Bakery Mkate-1pcs@800,Mkate,Nafaka,,1,"1,000","1,000",800,800,200,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Pipi:Bigijii@100,Pipi/Bigijii,Vitamu,,4,100,400,90,360,40,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:30:30,Pipi:Bigijii@50,Pipi/Bigijii,Vitamu,,4,50,200,33,133,67,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:49:21,Afiya:Berries-300ml,Juisi,Vinywaji,2.5525E+12,1,600,600,442,442,158,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:49:21,Softcare(P)-(6-9Kg),Pampasi/Diaper,Usafi:Mtoto,,1,500,500,250,250,250,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:49:21,Pipi:Bigijii@100,Pipi/Bigijii,Vitamu,,1,100,100,90,90,10,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,21:49:21,Karanga,Karanga,Nafaka,,0.5,"6,000","3,000","4,200","2,100",900,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:03:35,Softcare(P)-(6-9Kg),Pampasi/Diaper,Usafi:Mtoto,,2,500,"1,000",250,500,500,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:12:39,Bambino,Bambino : Chupi,Usafi:Mtoto,,1,200,200,100,100,100,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:12:39,Pepsi : 600ml,Soda,Vinywaji,6.2011E+12,1,"1,200","1,200",800,800,400,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:12:39,Double(KK)-200ml,Spirit,Vinywaji,6.20301E+12,0.5,"2,200","1,100","1,867",933,167,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Smart Gin-200ml,Spirit,Vinywaji,6.20301E+12,0.5,"2,200","1,100","1,867",933,167,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Konyagi(S)- 200ml,Spirit,Vinywaji,6.20301E+12,1.2,"5,000","6,000","3,950","4,740","1,260",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Soksi(SL)-23-24,Soksi : Shule,Usafi:Mtoto,,1,"1,000","1,000",500,500,500,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,3,200,600,128,383,218,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Nyota/Kali,Sigara & RIZLA,Sigara & RIZLA,,3,150,450,85,255,195,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Kiberiti,Kiberiti : NJITI,Jikoni,,1,100,100,40,40,60,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Mosquito :COIL,Dawa Mbu : Koili,Afya,,2,250,500,130,260,240,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,"Tamu : Bakery Skonzi-4pcs@1,600",Skonzi,Nafaka,,2,500,"1,000",400,800,200,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:25:08,Jambo:Cocopine-300ml,Juisi,Vinywaji,6.203E+12,2,600,"1,200",417,833,367,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:53:33,Azam-Malt-300ml,Soda,Vinywaji,6.00964E+12,1,700,700,479,479,221,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:53:33,Jambo:Bolibo-300ml,Juisi,Vinywaji,6.203E+12,1,600,600,417,417,183,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:53:33,Jambo:Cocopine-300ml,Juisi,Vinywaji,6.203E+12,1,600,600,417,417,183,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:53:33,Murua:Milk,Biskuti,Vitamu,7.92382E+11,1,300,300,160,160,140,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,22:53:33,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,1,200,200,128,128,73,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,23:18:37,Mayai@Kizungu,Mayai: Kizungu,Viungo,,8,350,"2,800",317,"2,533",267,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,23:18:37,Niceone-180g,Sabuni : UNGA,Usafi:Jumla,6.20302E+12,1,500,500,425,425,75,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,23:18:37,Family(BS),Sabuni-(Mche),Usafi:Binafsi,6.20301E+12,2,700,"1,400",486,972,428,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,23:20:44,Murua:Milk,Biskuti,Vitamu,7.92382E+11,1,300,300,160,160,140,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
12/7/2026,23:20:44,MO:(E)-300ML,E-Drink,Vinywaji,6.20302E+12,1,600,600,425,425,175,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,7,200,"1,400",128,893,508,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Serengeti:(Lg),Bia,Vinywaji,4.98654E+12,3,"2,200","6,600","1,775","5,325","1,275",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Mchele@1850,Mchele,Nafaka,,1,"2,000","2,000","1,850","1,850",150,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Sukari(Kupima) - 50kg,Sukari,Viungo,,0.25,"3,000",750,"2,360",590,160,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Kiwembe : RK,Viwembe,Usafi:Binafsi,,1,100,100,60,60,40,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Embassy,Sigara & RIZLA,Sigara & RIZLA,,1,400,400,263,263,138,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Kiwembe : Dorco,Viwembe,Usafi:Binafsi,8.80104E+12,2,200,400,85,170,230,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Portsman,Sigara & RIZLA,Sigara & RIZLA,,1,300,300,214,214,87,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,9:51:00,Winston(K),Sigara & RIZLA,Sigara & RIZLA,,5,200,"1,000",128,638,363,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
13/07/2026,11:01:43,Jambo:Cocopine-300ml,Juisi,Vinywaji,6.203E+12,2,600,"1,200",417,833,367,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
13/07/2026,11:01:43,Uhai(W)-1.6L,Maji,Vinywaji,6.20301E+12,1,800,800,500,500,300,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
13/07/2026,11:01:43,Serengeti:(Lg),Bia,Vinywaji,4.98654E+12,3,"2,200","6,600","1,775","5,325","1,275",KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
13/07/2026,11:01:43,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,3,200,600,128,383,218,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
13/07/2026,11:01:43,Murua:Milk,Biskuti,Vitamu,7.92382E+11,1,300,300,160,160,140,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
13/07/2026,11:01:43,Karanga,Karanga,Nafaka,,0.5,"6,000","3,000","4,200","2,100",900,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
13/07/2026,11:01:43,Pipi:Bigijii@50,Pipi/Bigijii,Vitamu,,12,50,600,33,400,200,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
13/07/2026,11:01:43,Master(K),Sigara & RIZLA,Sigara & RIZLA,,3,150,450,118,353,98,KM-0000,Guest,Not In-Debt,Full Paid,USR-001,
14/07/2026,9:31:55,Mchele@1850,Mchele,Nafaka,,0.25,"2,000",500,"1,850",463,38,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Paracetamol - 500mg,Dawa : Maumivu,Afya,,4,50,200,30,120,80,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Murua:Chocolate,Biskuti,Vitamu,7.92382E+11,3,600,"1,800",375,"1,125",675,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Sembe-25kg,Unga/Sembe,Nafaka,,0.75,"1,500","1,125","1,280",960,165,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Winston(R),Sigara & RIZLA,Sigara & RIZLA,,22,200,"4,400",128,"2,805","1,595",KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Winston(K),Sigara & RIZLA,Sigara & RIZLA,,1,200,200,128,128,73,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Mayai@Kizungu,Mayai: Kizungu,Viungo,,11,350,"3,850",317,"3,483",367,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,BlueBand-100g,Siagi,Viungo,,1,"1,500","1,500","1,333","1,333",167,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Mirinda-Black : 350ml,Soda,Vinywaji,,3,700,"2,100",500,"1,500",600,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Double(KK)-200ml,Spirit,Vinywaji,6.20301E+12,1.5,"2,200","3,300","1,867","2,800",500,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Smart Gin-200ml,Spirit,Vinywaji,6.20301E+12,1.5,"2,200","3,300","1,867","2,800",500,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
14/07/2026,9:31:55,Niceone-180g,Sabuni : UNGA,Usafi:Jumla,6.20302E+12,1,500,500,425,425,75,KM-0000,Guest,Not In-Debt,Full Paid,USR-002,
